file_name indoor outdoor person day night water road vegetation tree mountains beach buildings sky sunny partly_cloudy overcast animal
27-27700.jpg 0 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0
27-27704.jpg 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0
27-27705.jpg 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0
27-27706.jpg 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27-27709.jpg 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0
27-27712.jpg 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0
27-27724.jpg 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0
27-27727.jpg 0 1 1 0 0 0 0 0 0 1 0 1 1 0 1 0 0
27-27728.jpg 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0
27-27731.jpg 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
27-27737.jpg 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27-27738.jpg 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
27-27739.jpg 0 1 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0
27-27742.jpg 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0
27-27744.jpg 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27-27753.jpg 0 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0
27-27754.jpg 0 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0
27-27755.jpg 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0
27-27763.jpg 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
27-27764.jpg 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0
27-27772.jpg 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0
27-27776.jpg 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1
27-27777.jpg 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
27-27781.jpg 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
27-27783.jpg 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27-27788.jpg 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0
27-27790.jpg 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0
27-27791.jpg 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0
27-27802.jpg 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
27-27809.jpg 0 1 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0
27-27814.jpg 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
27-27816.jpg 0 1 1 1 0 0 1 1 1 0 0 0 1 0 1 0 0
27-27819.jpg 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0
27-27820.jpg 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0
27-27821.jpg 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
27-27822.jpg 0 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1
